Recommended taxon name,Recommended taxon version,Reporting category,Designation,Designation abbreviation
Lophozia wenzelii,NBNSYS0000035844,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Marsupella arctica,NHMSYS0000309955,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Marsupella arctica,NHMSYS0000309955,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Marsupella arctica,NHMSYS0000309955,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Marsupella boeckii,NHMSYS0000309956,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Marsupella boeckii,NHMSYS0000309956,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Marsupella condensata,NHMSYS0000309959,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Marsupella condensata,NHMSYS0000309959,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Marsupella funckii,NHMSYS0000309676,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Marsupella profunda,NBNSYS0000035904,Bern Convention,Appendix 1,Bern-A1
Marsupella profunda,NBNSYS0000035904,Habitats Directive,Annex 2 - priority species,HabDir-A2
Marsupella profunda,NBNSYS0000035904,Wildlife and Countryside Act 1981,Schedule 8,WACA-Sch8
Marsupella profunda,NBNSYS0000035904,Global Red list status,Lower risk - least concern,RedList_Global_post94-LC
Marsupella profunda,NBNSYS0000035904,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Marsupella profunda,NBNSYS0000035904,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Marsupella profunda,NBNSYS0000035904,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Marsupella sparsifolia,NHMSYS0000309677,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Marsupella sparsifolia,NHMSYS0000309677,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Marsupella sprucei,NHMSYS0000309679,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Metzgeria pubescens,NBNSYS0000037057,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Nardia breidleri,NBNSYS0000035895,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Nardia insecta,NBNSYS0000041595,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Odontoschisma macounii,NHMSYS0000310238,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Odontoschisma macounii,NHMSYS0000310238,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Pallavicinia lyellii,NBNSYS0000036024,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Pallavicinia lyellii,NBNSYS0000036024,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Pallavicinia lyellii,NBNSYS0000036024,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Pallavicinia lyellii,NBNSYS0000036024,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Pedinophyllum interruptum,NBNSYS0000035958,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Petalophyllum ralfsii,NHMSYS0000310426,Bern Convention,Appendix 1,Bern-A1
Petalophyllum ralfsii,NHMSYS0000310426,Habitats Directive,Annex 2 - non-priority species,HabDir-A2*
Petalophyllum ralfsii,NHMSYS0000310426,Wildlife and Countryside Act 1981,Schedule 8,WACA-Sch8
Petalophyllum ralfsii,NHMSYS0000310426,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Petalophyllum ralfsii,NHMSYS0000310426,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Petalophyllum ralfsii,NHMSYS0000310426,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Petalophyllum ralfsii,NHMSYS0000310426,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Petalophyllum ralfsii,NHMSYS0000310426,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Plagiochila norvegica,NHMSYS0000310300,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Radula carringtonii,NHMSYS0000310548,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Radula carringtonii,NHMSYS0000310548,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Radula carringtonii,NHMSYS0000310548,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Radula voluta,NHMSYS0000310551,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Riccia bifurca,NBNSYS0000036056,Wildlife and Countryside Act 1981,Schedule 8,WACA-Sch8
Riccia bifurca,NBNSYS0000036056,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Riccia bifurca,NBNSYS0000036056,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Riccia bifurca,NBNSYS0000036056,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Riccia canaliculata,NBNSYS0000036053,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Riccia canaliculata,NBNSYS0000036053,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Riccia canaliculata,NBNSYS0000036053,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Riccia canaliculata,NBNSYS0000036053,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Riccia canaliculata,NBNSYS0000036053,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Riccia crystallina,NHMSYS0000310448,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Riccia crystallina,NHMSYS0000310448,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Riccia huebeneriana,NBNSYS0000036050,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Riccia nigrella,NBNSYS0000036058,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Riccia nigrella,NBNSYS0000036058,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Riccia nigrella,NBNSYS0000036058,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Riccia nigrella,NBNSYS0000036058,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Riccia rhenana,NHMSYS0000310451,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Scapania curta,NHMSYS0000310466,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Scapania gymnostomophila,NBNSYS0000035923,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Scapania gymnostomophila,NBNSYS0000035923,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Scapania paludosa,NHMSYS0000310475,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Scapania parvifolia,NBNSYS0000035926,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Scapania parvifolia,NBNSYS0000035926,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Scapania praetervisa,NBNSYS0000035929,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Scapania praetervisa,NBNSYS0000035929,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Solenostoma caespiticium,NBNSYS0000156882,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Southbya nigrella,NHMSYS0000310647,Wildlife and Countryside Act 1981,Schedule 8,WACA-Sch8
Southbya nigrella,NHMSYS0000310647,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Southbya nigrella,NHMSYS0000310647,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Southbya nigrella,NHMSYS0000310647,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Southbya tophacea,NBNSYS0000035967,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Sphaerocarpos texanus,NHMSYS0000310650,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Sphaerocarpos texanus,NHMSYS0000310650,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Telaranea europaea,NHMSYS0021164701,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Telaranea europaea,NHMSYS0021164701,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Telaranea europaea,NHMSYS0021164701,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Telaranea murphyae,NBNSYS0000035770,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Telaranea tetradactyla,NHMSYS0021194770,Rare and scarce species (not based on IUCN criteria),Nationally Rare. Excludes Red Listed taxa,NR-excludes
Balaenoptera acutorostrata,NHMSYS0000080192,Bern Convention,Appendix 3,Bern-A3
Balaenoptera acutorostrata,NHMSYS0000080192,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4A,WACA-Sch5_sect9.4A
Balaenoptera acutorostrata,NHMSYS0000080192,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4c,WACA-Sch5Sect9.4c
Balaenoptera acutorostrata,NHMSYS0000080192,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Balaenoptera acutorostrata,NHMSYS0000080192,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4b,WACA-Sch5_sect9.4b
Balaenoptera acutorostrata,NHMSYS0000080192,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4.a,WACA-Sch5_sect9.4.a
Balaenoptera acutorostrata,NHMSYS0000080192,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (killing/injuring),WACA-Sch5_sect9.1(kill/injuring)
Balaenoptera acutorostrata,NHMSYS0000080192,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (taking),WACA-Sch5_sect9.1(taking)
Balaenoptera acutorostrata,NHMSYS0000080192,Habitats Directive,Annex 4,HabDir-A4
Balaenoptera acutorostrata,NHMSYS0000080192,"The Conservation (Nature Habitats, etc.) Regulations (NI) 1995",Schedule 2,ConsRegsNI-Sch2
Balaenoptera acutorostrata,NHMSYS0000080192,Bern Convention,Appendix 2,Bern-A2
Balaenoptera acutorostrata,NHMSYS0000080192,EC Cites,Annex A,ECCITES-A
Balaenoptera acutorostrata,NHMSYS0000080192,Global Red list status,Lower risk - least concern,RedList_Global_post2001_LC
Balaenoptera acutorostrata,NHMSYS0000080192,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Balaenoptera acutorostrata,NHMSYS0000080192,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Balaenoptera acutorostrata,NHMSYS0000080192,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Balaenoptera acutorostrata,NHMSYS0000080192,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Balaenoptera acutorostrata,NHMSYS0000080192,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Balaenoptera acutorostrata,NHMSYS0000080192,The Conservation of Habitats and Species Regulations 2010,Schedule 2,HabReg-Sch2
Balaenoptera borealis,NBNSYS0000005162,Bern Convention,Appendix 3,Bern-A3
Balaenoptera borealis,NBNSYS0000005162,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4.a,WACA-Sch5_sect9.4.a
Balaenoptera borealis,NBNSYS0000005162,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4b,WACA-Sch5_sect9.4b
Balaenoptera borealis,NBNSYS0000005162,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Balaenoptera borealis,NBNSYS0000005162,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4c,WACA-Sch5Sect9.4c
Balaenoptera borealis,NBNSYS0000005162,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4A,WACA-Sch5_sect9.4A
Balaenoptera borealis,NBNSYS0000005162,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (taking),WACA-Sch5_sect9.1(taking)
Balaenoptera borealis,NBNSYS0000005162,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (killing/injuring),WACA-Sch5_sect9.1(kill/injuring)
Balaenoptera borealis,NBNSYS0000005162,Habitats Directive,Annex 4,HabDir-A4
Balaenoptera borealis,NBNSYS0000005162,"The Conservation (Nature Habitats, etc.) Regulations (NI) 1995",Schedule 2,ConsRegsNI-Sch2
Balaenoptera borealis,NBNSYS0000005162,Bern Convention,Appendix 2,Bern-A2
Balaenoptera borealis,NBNSYS0000005162,EC Cites,Annex A,ECCITES-A
Balaenoptera borealis,NBNSYS0000005162,Global Red list status,Endangered,RedList_Global_post2001-EN
Balaenoptera borealis,NBNSYS0000005162,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Balaenoptera borealis,NBNSYS0000005162,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Balaenoptera borealis,NBNSYS0000005162,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Balaenoptera borealis,NBNSYS0000005162,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Balaenoptera borealis,NBNSYS0000005162,The Conservation of Habitats and Species Regulations 2010,Schedule 2,HabReg-Sch2
Balaenoptera musculus,NBNSYS0000005163,Bern Convention,Appendix 2,Bern-A2
Balaenoptera musculus,NBNSYS0000005163,Convention on Migratory Species,Appendix 1,CMS_A1
Balaenoptera musculus,NBNSYS0000005163,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4A,WACA-Sch5_sect9.4A
Balaenoptera musculus,NBNSYS0000005163,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4c,WACA-Sch5Sect9.4c
Balaenoptera musculus,NBNSYS0000005163,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Balaenoptera musculus,NBNSYS0000005163,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4b,WACA-Sch5_sect9.4b
Balaenoptera musculus,NBNSYS0000005163,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4.a,WACA-Sch5_sect9.4.a
Balaenoptera musculus,NBNSYS0000005163,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (killing/injuring),WACA-Sch5_sect9.1(kill/injuring)
Balaenoptera musculus,NBNSYS0000005163,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (taking),WACA-Sch5_sect9.1(taking)
Balaenoptera musculus,NBNSYS0000005163,Habitats Directive,Annex 4,HabDir-A4
Balaenoptera musculus,NBNSYS0000005163,"The Conservation (Nature Habitats, etc.) Regulations (NI) 1995",Schedule 2,ConsRegsNI-Sch2
Balaenoptera musculus,NBNSYS0000005163,EC Cites,Annex A,ECCITES-A
Balaenoptera musculus,NBNSYS0000005163,OSPAR,OSPAR,OSPAR
Balaenoptera musculus,NBNSYS0000005163,Global Red list status,Endangered,RedList_Global_post2001-EN
Balaenoptera musculus,NBNSYS0000005163,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Balaenoptera musculus,NBNSYS0000005163,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Balaenoptera musculus,NBNSYS0000005163,The Conservation of Habitats and Species Regulations 2010,Schedule 2,HabReg-Sch2
Balaenoptera physalus,NBNSYS0000005160,Bern Convention,Appendix 3,Bern-A3
Balaenoptera physalus,NBNSYS0000005160,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4.a,WACA-Sch5_sect9.4.a
Balaenoptera physalus,NBNSYS0000005160,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4b,WACA-Sch5_sect9.4b
Balaenoptera physalus,NBNSYS0000005160,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Balaenoptera physalus,NBNSYS0000005160,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4c,WACA-Sch5Sect9.4c
Balaenoptera physalus,NBNSYS0000005160,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4A,WACA-Sch5_sect9.4A
Balaenoptera physalus,NBNSYS0000005160,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (taking),WACA-Sch5_sect9.1(taking)
Balaenoptera physalus,NBNSYS0000005160,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (killing/injuring),WACA-Sch5_sect9.1(kill/injuring)
Balaenoptera physalus,NBNSYS0000005160,Habitats Directive,Annex 4,HabDir-A4
Balaenoptera physalus,NBNSYS0000005160,"The Conservation (Nature Habitats, etc.) Regulations (NI) 1995",Schedule 2,ConsRegsNI-Sch2
Balaenoptera physalus,NBNSYS0000005160,Bern Convention,Appendix 2,Bern-A2
Balaenoptera physalus,NBNSYS0000005160,EC Cites,Annex A,ECCITES-A
Balaenoptera physalus,NBNSYS0000005160,Global Red list status,Endangered,RedList_Global_post2001-EN
Balaenoptera physalus,NBNSYS0000005160,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Balaenoptera physalus,NBNSYS0000005160,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Balaenoptera physalus,NBNSYS0000005160,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Balaenoptera physalus,NBNSYS0000005160,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Balaenoptera physalus,NBNSYS0000005160,The Conservation of Habitats and Species Regulations 2010,Schedule 2,HabReg-Sch2
